type,input,repetition,input-size,output-size,time,download-time,compile-time
compile,large-update,8,80,2908,1647459291,0.001817,1.64397
compile,large-update,9,80,2908,1711392542,0.001726,1.70764
compile,large-update,10,80,2908,1637897697,0.001947,1.63419
compile,large-update,11,80,2908,1679336444,0.002325,1.67517
compile,large-update,12,80,2908,1634006937,0.004596,1.62788
compile,large-update,13,80,2908,1637237329,0.002066,1.63364
compile,large-update,14,80,2908,1624508314,0.002582,1.61991
compile,large-update,15,80,2908,1674221397,0.001752,1.62284
compile,large-update,16,80,2908,1653496452,0.001826,1.64979
compile,large-update,17,80,2907,1618464501,0.00186,1.61444
compile,large-update,18,80,2908,1643311015,0.003319,1.63825
compile,large-update,19,80,2908,1697704973,0.002067,1.69404
compile,large-update,20,80,2908,1582127410,0.003741,1.575
compile,large-update,21,80,2907,1595643569,0.001922,1.59165
compile,large-update,22,80,2907,1660341966,0.001587,1.65715
compile,large-update,23,80,2908,1623243190,0.001677,1.61985
compile,large-update,24,80,2908,1636700652,0.001761,1.63304
compile,large-update,25,80,2908,1631522033,0.001627,1.62835
compile,large-update,26,80,2908,1589263555,0.001682,1.58611
compile,large-update,27,80,2908,1715084814,0.001681,1.71129
compile,large-update,28,80,2908,1614827219,0.001592,1.61146
compile,large-update,29,80,2908,1595315044,0.001984,1.59155
compile,large-update,30,80,2908,1588185751,0.001599,1.58512
compile,large-update,31,80,2908,1619364209,0.001845,1.61604
compile,large-update,32,80,2907,1637420786,0.00194,1.63379
compile,large-update,33,80,2908,1630294764,0.001679,1.62708
compile,large-update,34,80,2908,1660085737,0.001717,1.65638
compile,large-update,35,80,2908,1697073851,0.002805,1.6913
compile,large-update,36,80,2908,1654544676,0.003409,1.64939
compile,large-update,37,80,2908,1649373421,0.002747,1.64468
compile,large-update,38,80,2908,1617192480,0.001671,1.61386
compile,large-update,39,80,2908,1687821797,0.001856,1.6839
compile,large-update,40,80,2908,1546924501,0.001659,1.54341
compile,large-update,41,80,2908,1624626539,0.001766,1.62104
compile,large-update,42,80,2908,1679178421,0.001701,1.67552
compile,large-update,43,80,2908,1705677930,0.005715,1.69378
compile,large-update,44,80,2908,1672026277,0.001837,1.66787
compile,large-update,45,80,2908,1644148248,0.002043,1.64026
compile,large-update,46,80,2908,1654906819,0.001917,1.65119
compile,large-update,47,80,2908,1577314154,0.002206,1.57327
compile,large-update,48,80,2907,1568584019,0.001677,1.56511
compile,large-update,49,80,2908,1637531324,0.001928,1.6338
compile,large-update,50,80,2908,1680982183,0.018362,1.65707
