type,input,repetition,input-size,output-size,time,download-time,compile-time
compile,large-update,14,80,2907,463149281,0.00206,0.459377
compile,large-update,15,80,2908,470451755,0.002714,0.466007
compile,large-update,16,80,2908,466643194,0.002054,0.462863
compile,large-update,17,80,2908,465112288,0.002005,0.461481
compile,large-update,18,80,2907,470970703,0.00222,0.467157
compile,large-update,19,80,2907,469554106,0.00216,0.465696
compile,large-update,20,80,2908,470772958,0.002064,0.467054
compile,large-update,21,80,2907,468898216,0.00257,0.464646
compile,large-update,22,80,2908,455947429,0.002026,0.452314
compile,large-update,23,80,2908,459459351,0.002444,0.455235
compile,large-update,24,80,2908,461049003,0.002472,0.456936
compile,large-update,25,80,2908,467508862,0.002448,0.463324
compile,large-update,26,80,2908,472533667,0.002239,0.468332
compile,large-update,27,80,2907,464357219,0.00202,0.460718
compile,large-update,28,80,2908,468651674,0.002096,0.464753
compile,large-update,29,80,2908,468131563,0.002201,0.464141
compile,large-update,30,80,2907,456095948,0.002104,0.45237
compile,large-update,31,80,2908,459065607,0.002061,0.455299
compile,large-update,32,80,2908,466716251,0.002002,0.463146
compile,large-update,33,80,2907,463523441,0.00199,0.459929
compile,large-update,34,80,2908,460911306,0.002089,0.457174
compile,large-update,35,80,2908,469431022,0.002158,0.465638
compile,large-update,36,80,2908,464661177,0.002069,0.460983
compile,large-update,37,80,2908,465722290,0.002064,0.462002
compile,large-update,38,80,2908,467198063,0.002233,0.463283
compile,large-update,39,80,2907,464722501,0.002577,0.46022
compile,large-update,40,80,2908,459007089,0.002576,0.454661
compile,large-update,41,80,2906,462783267,0.00241,0.45866
compile,large-update,42,80,2908,461995383,0.002466,0.457857
compile,large-update,43,80,2908,461644455,0.002012,0.457968
compile,large-update,44,80,2908,463722567,0.002493,0.459517
compile,large-update,45,80,2908,474651956,0.002475,0.470335
compile,large-update,46,80,2908,475891848,0.002213,0.471916
compile,large-update,47,80,2908,469580477,0.002083,0.465843
compile,large-update,48,80,2907,468953226,0.002063,0.46523
compile,large-update,49,80,2908,466144074,0.002024,0.462345
compile,large-update,50,80,2908,470086413,0.002499,0.465901
