type,input,repetition,input-size,output-size,time
update-file,secs/acks.tex,1,781,58,35090573
update-file,secs/acks.tex,2,781,58,53305106
update-file,secs/acks.tex,3,781,58,28491271
update-file,secs/acks.tex,4,781,58,26111427
update-file,secs/acks.tex,5,781,58,23491565
update-file,secs/acks.tex,6,781,58,55889030
update-file,secs/acks.tex,7,781,58,24751925
update-file,secs/acks.tex,8,781,58,25324515
update-file,secs/acks.tex,9,781,58,41410704
update-file,secs/acks.tex,10,781,58,27665227
update-file,secs/acks.tex,11,781,58,26475245
update-file,secs/acks.tex,12,781,58,26325126
update-file,secs/acks.tex,13,781,58,29319299
update-file,secs/acks.tex,14,781,58,25141762
update-file,secs/acks.tex,15,781,58,24555698
update-file,secs/acks.tex,16,781,58,69863743
update-file,secs/acks.tex,17,781,58,32329857
update-file,secs/acks.tex,18,781,58,27225611
update-file,secs/acks.tex,19,781,58,25014195
update-file,secs/acks.tex,20,781,58,24217499
update-file,secs/acks.tex,21,781,58,60339946
update-file,secs/acks.tex,22,781,58,74096320
update-file,secs/acks.tex,23,781,58,77282555
update-file,secs/acks.tex,24,781,58,52154848
update-file,secs/acks.tex,25,781,58,42724708
update-file,secs/acks.tex,26,781,58,27239691
update-file,secs/acks.tex,27,781,58,48473585
update-file,secs/acks.tex,28,781,58,25138460
update-file,secs/acks.tex,29,781,58,26397214
update-file,secs/acks.tex,30,781,58,22571360
update-file,secs/acks.tex,31,781,58,27021196
update-file,secs/acks.tex,32,781,58,25008774
update-file,secs/acks.tex,33,781,58,23163123
update-file,secs/acks.tex,34,781,58,32606496
update-file,secs/acks.tex,35,781,58,28160495
update-file,secs/acks.tex,36,781,58,23278610
update-file,secs/acks.tex,37,781,58,26385544
update-file,secs/acks.tex,38,781,58,44216459
update-file,secs/acks.tex,39,781,58,48838806
update-file,secs/acks.tex,40,781,58,60742210
update-file,secs/acks.tex,41,781,58,55862312
update-file,secs/acks.tex,42,781,58,47747704
update-file,secs/acks.tex,43,781,58,25091196
update-file,secs/acks.tex,44,781,58,50157529
update-file,secs/acks.tex,45,781,58,24519241
update-file,secs/acks.tex,46,781,58,20803148
update-file,secs/acks.tex,47,781,58,42265523
update-file,secs/acks.tex,48,781,58,22764286
update-file,secs/acks.tex,49,781,58,49925225
update-file,secs/acks.tex,50,781,58,25622863
update-file,secs/multi.tex,1,1217,60,34708762
update-file,secs/multi.tex,2,1217,60,24619229
update-file,secs/multi.tex,3,1217,60,24250476
update-file,secs/multi.tex,4,1217,60,22452797
update-file,secs/multi.tex,5,1217,60,31992119
update-file,secs/multi.tex,6,1217,60,38698792
update-file,secs/multi.tex,7,1217,60,27867529
update-file,secs/multi.tex,8,1217,60,27817842
update-file,secs/multi.tex,9,1217,60,25951714
update-file,secs/multi.tex,10,1217,60,37240242
update-file,secs/multi.tex,11,1217,60,39540835
update-file,secs/multi.tex,12,1217,60,25305558
update-file,secs/multi.tex,13,1217,60,36282637
update-file,secs/multi.tex,14,1217,60,24048971
update-file,secs/multi.tex,15,1217,60,32630052
update-file,secs/multi.tex,16,1217,60,27210755
update-file,secs/multi.tex,17,1217,60,40467868
update-file,secs/multi.tex,18,1217,60,53453286
update-file,secs/multi.tex,19,1217,60,62419724
update-file,secs/multi.tex,20,1217,60,82450580
update-file,secs/multi.tex,21,1217,60,28596285
update-file,secs/multi.tex,22,1217,60,27171502
update-file,secs/multi.tex,23,1217,60,25319451
update-file,secs/multi.tex,24,1217,60,24372960
update-file,secs/multi.tex,25,1217,60,72534183
update-file,secs/multi.tex,26,1217,60,49423957
update-file,secs/multi.tex,27,1217,60,29963617
update-file,secs/multi.tex,28,1217,60,29512928
update-file,secs/multi.tex,29,1217,60,23721601
update-file,secs/multi.tex,30,1217,60,47273141
update-file,secs/multi.tex,31,1217,60,40036422
update-file,secs/multi.tex,32,1217,60,28321084
update-file,secs/multi.tex,33,1217,60,25238643
