type,input,repetition,input-size,output-size,time,download-time,compile-time
compile,small-update,49,81,480,382459531,0.036367,0.199824
compile,small-update,50,81,478,304958654,0.03411,0.20366
compile,large-update,1,80,3614,880363921,0.140006,0.72609
compile,large-update,2,80,3598,859240015,0.119407,0.725578
compile,large-update,3,80,3598,880625855,0.146533,0.722141
compile,large-update,4,80,3598,866719433,0.128358,0.724587
compile,large-update,5,80,3598,865826556,0.128487,0.721184
compile,large-update,6,80,3598,855597355,0.129687,0.714768
compile,large-update,7,80,3598,890662139,0.159232,0.718879
compile,large-update,8,80,3598,868871612,0.131479,0.726237
compile,large-update,9,80,3598,865319469,0.132186,0.719146
compile,large-update,10,80,3598,852318702,0.120071,0.721174
compile,large-update,11,80,3598,867941697,0.117755,0.730966
compile,large-update,12,80,3598,873599254,0.121447,0.740417
compile,large-update,13,80,3598,863073996,0.126855,0.722914
compile,large-update,14,80,3598,874285844,0.135999,0.725629
compile,large-update,15,80,3598,879089217,0.133023,0.732225
compile,large-update,16,80,3597,873988519,0.125193,0.72884
compile,large-update,17,80,3598,882800558,0.128067,0.741073
compile,large-update,18,80,3598,856472041,0.110636,0.731438
compile,large-update,19,80,3598,874650099,0.133603,0.728448
compile,large-update,20,80,3598,875880049,0.135607,0.722478
compile,large-update,21,80,3598,864389172,0.132755,0.719547
compile,large-update,22,80,3598,878807333,0.134907,0.729139
compile,large-update,23,80,3598,883813073,0.152882,0.717385
compile,large-update,24,80,3596,887265379,0.154808,0.7205
compile,large-update,25,80,3597,879904021,0.139436,0.72624
compile,large-update,26,80,3598,884363635,0.132191,0.738928
compile,large-update,27,80,3598,871112721,0.138906,0.719819
compile,large-update,28,80,3598,874750252,0.133712,0.724572
compile,large-update,29,80,3598,886103238,0.147709,0.722496
compile,large-update,30,80,3598,867658459,0.127337,0.726315
compile,large-update,31,80,3597,870720182,0.128037,0.73125
compile,large-update,32,80,3598,858133213,0.117266,0.727635
compile,large-update,33,80,3598,872094068,0.139719,0.717976
compile,large-update,34,80,3598,875504226,0.132423,0.725969
compile,large-update,35,80,3597,884258499,0.132439,0.72645
compile,large-update,36,80,3596,873599924,0.13771,0.72551
compile,large-update,37,80,3598,863941608,0.126655,0.723861
compile,large-update,38,80,3598,857313673,0.127523,0.719373
compile,large-update,39,80,3598,865408912,0.128673,0.722145
compile,large-update,40,80,3597,876830250,0.14176,0.719947
compile,large-update,41,80,3598,900463644,0.164569,0.723892
compile,large-update,42,80,3598,892400408,0.155647,0.725421
compile,large-update,43,80,3597,873209836,0.137759,0.71543
compile,large-update,44,80,3598,875123344,0.138289,0.723924
compile,large-update,45,80,3597,915576332,0.16855,0.733327
compile,large-update,46,80,3597,871132985,0.128238,0.73039
compile,large-update,47,80,3598,853122181,0.131453,0.711352
compile,large-update,48,80,3597,878001101,0.13272,0.732716
compile,large-update,49,80,3598,858848674,0.128787,0.717111
compile,large-update,50,80,3597,863743573,0.125513,0.72588
