type,input,repetition,input-size,output-size,time
update-file,secs/acks.tex,1,781,58,25499174
update-file,secs/acks.tex,2,781,58,38749839
update-file,secs/acks.tex,3,781,58,40605203
update-file,secs/acks.tex,4,781,58,26144539
update-file,secs/acks.tex,5,781,58,34429068
update-file,secs/acks.tex,6,781,58,27202768
update-file,secs/acks.tex,7,781,58,105882689
update-file,secs/acks.tex,8,781,58,30788716
update-file,secs/acks.tex,9,781,58,23936561
update-file,secs/acks.tex,10,781,58,54293586
update-file,secs/acks.tex,11,781,58,30433681
update-file,secs/acks.tex,12,781,58,38276471
update-file,secs/acks.tex,13,781,58,28874138
update-file,secs/acks.tex,14,781,58,27494419
update-file,secs/acks.tex,15,781,58,41875939
update-file,secs/acks.tex,16,781,58,42607590
update-file,secs/acks.tex,17,781,58,43342321
update-file,secs/acks.tex,18,781,58,25497430
update-file,secs/acks.tex,19,781,58,41414162
update-file,secs/acks.tex,20,781,58,26274792
update-file,secs/acks.tex,21,781,58,26395326
update-file,secs/acks.tex,22,781,58,31272515
update-file,secs/acks.tex,23,781,58,25545512
update-file,secs/acks.tex,24,781,58,37512123
update-file,secs/acks.tex,25,781,58,27328289
update-file,secs/acks.tex,26,781,58,31991874
update-file,secs/acks.tex,27,781,58,26151528
update-file,secs/acks.tex,28,781,58,28348316
update-file,secs/acks.tex,29,781,58,25472939
update-file,secs/acks.tex,30,781,58,26804074
update-file,secs/acks.tex,31,781,58,41600871
update-file,secs/acks.tex,32,781,58,27297123
update-file,secs/acks.tex,33,781,58,30537848
update-file,secs/acks.tex,34,781,58,29127077
update-file,secs/acks.tex,35,781,58,26224505
update-file,secs/acks.tex,36,781,58,64811147
update-file,secs/acks.tex,37,781,58,25555694
update-file,secs/acks.tex,38,781,58,28198716
update-file,secs/acks.tex,39,781,58,47028595
update-file,secs/acks.tex,40,781,58,60969924
update-file,secs/acks.tex,41,781,58,29246756
update-file,secs/acks.tex,42,781,58,26157312
update-file,secs/acks.tex,43,781,58,25881942
update-file,secs/acks.tex,44,781,58,25537057
update-file,secs/acks.tex,45,781,58,40372459
update-file,secs/acks.tex,46,781,58,59102085
update-file,secs/acks.tex,47,781,58,34461298
update-file,secs/acks.tex,48,781,58,25687935
update-file,secs/acks.tex,49,781,58,34869757
update-file,secs/acks.tex,50,781,58,53249775
update-file,secs/multi.tex,1,1217,60,43029599
update-file,secs/multi.tex,2,1217,60,29354916
update-file,secs/multi.tex,3,1217,60,26843679
update-file,secs/multi.tex,4,1217,60,27689524
update-file,secs/multi.tex,5,1217,60,37216976
update-file,secs/multi.tex,6,1217,60,50607054
update-file,secs/multi.tex,7,1217,60,46131591
update-file,secs/multi.tex,8,1217,60,25160667
update-file,secs/multi.tex,9,1217,60,25921853
update-file,secs/multi.tex,10,1217,60,34051010
update-file,secs/multi.tex,11,1217,60,27760593
update-file,secs/multi.tex,12,1217,60,54414364
update-file,secs/multi.tex,13,1217,60,23576679
update-file,secs/multi.tex,14,1217,60,50405923
update-file,secs/multi.tex,15,1217,60,24261680
update-file,secs/multi.tex,16,1217,60,23199614
update-file,secs/multi.tex,17,1217,60,27338830
update-file,secs/multi.tex,18,1217,60,22753857
update-file,secs/multi.tex,19,1217,60,23232179
update-file,secs/multi.tex,20,1217,60,49380715
update-file,secs/multi.tex,21,1217,60,23195424
update-file,secs/multi.tex,22,1217,60,24887866
update-file,secs/multi.tex,23,1217,60,26768017
update-file,secs/multi.tex,24,1217,60,26765072
update-file,secs/multi.tex,25,1217,60,26607963
update-file,secs/multi.tex,26,1217,60,48580284
update-file,secs/multi.tex,27,1217,60,40718777
update-file,secs/multi.tex,28,1217,60,27401888
update-file,secs/multi.tex,29,1217,60,29208925
update-file,secs/multi.tex,30,1217,60,39187601
update-file,secs/multi.tex,31,1217,60,24468444
update-file,secs/multi.tex,32,1217,60,57306773
update-file,secs/multi.tex,33,1217,60,48803114
update-file,secs/multi.tex,34,1217,60,68851068
update-file,secs/multi.tex,35,1217,60,27590593
update-file,secs/multi.tex,36,1217,60,22735612
update-file,secs/multi.tex,37,1217,60,26379298
update-file,secs/multi.tex,38,1217,60,54965281
update-file,secs/multi.tex,39,1217,60,54309822
