type,input,repetition,input-size,output-size,time
update-file,secs/acks.tex,1,781,42,53966031
update-file,secs/acks.tex,2,781,42,65661175
update-file,secs/acks.tex,3,781,42,42075302
update-file,secs/acks.tex,4,781,42,60717042
update-file,secs/acks.tex,5,781,42,38150626
update-file,secs/acks.tex,6,781,42,42591921
update-file,secs/acks.tex,7,781,42,56186520
update-file,secs/acks.tex,8,781,42,83898225
update-file,secs/acks.tex,9,781,42,41138318
update-file,secs/acks.tex,10,781,42,53886846
update-file,secs/acks.tex,11,781,42,56102188
update-file,secs/acks.tex,12,781,42,54753411
update-file,secs/acks.tex,13,781,42,38591615
update-file,secs/acks.tex,14,781,42,41002157
update-file,secs/acks.tex,15,781,42,65835064
update-file,secs/acks.tex,16,781,42,35825729
update-file,secs/acks.tex,17,781,42,40476111
update-file,secs/acks.tex,18,781,42,37086468
update-file,secs/acks.tex,19,781,42,42033999
update-file,secs/acks.tex,20,781,42,52649772
update-file,secs/acks.tex,21,781,42,83290280
update-file,secs/acks.tex,22,781,42,77940408
update-file,secs/acks.tex,23,781,42,38449955
update-file,secs/acks.tex,24,781,42,55535570
update-file,secs/acks.tex,25,781,42,38557176
update-file,secs/acks.tex,26,781,42,58899802
update-file,secs/acks.tex,27,781,42,41211879
update-file,secs/acks.tex,28,781,42,52231263
update-file,secs/acks.tex,29,781,42,39124237
update-file,secs/acks.tex,30,781,42,40871897
update-file,secs/acks.tex,31,781,42,38844782
update-file,secs/acks.tex,32,781,42,66374609
update-file,secs/acks.tex,33,781,42,39331870
update-file,secs/acks.tex,34,781,42,40143874
update-file,secs/acks.tex,35,781,42,36779101
update-file,secs/acks.tex,36,781,42,57671573
update-file,secs/acks.tex,37,781,42,39757929
update-file,secs/acks.tex,38,781,42,55472362
update-file,secs/acks.tex,39,781,42,38122020
update-file,secs/acks.tex,40,781,42,61843588
update-file,secs/acks.tex,41,781,42,39302995
update-file,secs/acks.tex,42,781,42,45786036
update-file,secs/acks.tex,43,781,42,55883092
update-file,secs/acks.tex,44,781,42,35124257
update-file,secs/acks.tex,45,781,42,39325622
update-file,secs/acks.tex,46,781,42,37907276
update-file,secs/acks.tex,47,781,42,40300570
update-file,secs/acks.tex,48,781,42,39408074
update-file,secs/acks.tex,49,781,42,38673260
update-file,secs/acks.tex,50,781,42,41278879
update-file,secs/multi.tex,1,1217,43,43081234
update-file,secs/multi.tex,2,1217,43,50438075
update-file,secs/multi.tex,3,1217,43,49692174
update-file,secs/multi.tex,4,1217,43,40810071
update-file,secs/multi.tex,5,1217,43,41010978
update-file,secs/multi.tex,6,1217,43,36041502
update-file,secs/multi.tex,7,1217,43,86037126
update-file,secs/multi.tex,8,1217,43,78884161
update-file,secs/multi.tex,9,1217,43,39213114
update-file,secs/multi.tex,10,1217,43,39567139
update-file,secs/multi.tex,11,1217,43,50796220
update-file,secs/multi.tex,12,1217,43,51794974
update-file,secs/multi.tex,13,1217,43,37381369
update-file,secs/multi.tex,14,1217,43,46730415
update-file,secs/multi.tex,15,1217,43,53216742
update-file,secs/multi.tex,16,1217,43,48132408
update-file,secs/multi.tex,17,1217,43,41662721
update-file,secs/multi.tex,18,1217,43,47845239
update-file,secs/multi.tex,19,1217,43,57496102
