type,input,repetition,input-size,output-size,time,download-time,compile-time
get-pdf,default,18,77,1382089,18249999,0,0
get-pdf,default,19,77,1382089,15496936,0,0
get-pdf,default,20,77,1382089,15347803,0,0
get-pdf,default,21,77,1382089,17471817,0,0
get-pdf,default,22,77,1382089,15385606,0,0
get-pdf,default,23,77,1382089,15776815,0,0
get-pdf,default,24,77,1382089,31112526,0,0
get-pdf,default,25,77,1382089,15151490,0,0
get-pdf,default,26,77,1382089,15478987,0,0
get-pdf,default,27,77,1382089,14808035,0,0
get-pdf,default,28,77,1382089,18455158,0,0
get-pdf,default,29,77,1382089,14869486,0,0
get-pdf,default,30,77,1382089,15514706,0,0
get-pdf,default,31,77,1382089,31648784,0,0
get-pdf,default,32,77,1382089,14968623,0,0
get-pdf,default,33,77,1382089,15416490,0,0
get-pdf,default,34,77,1382089,15721840,0,0
get-pdf,default,35,77,1382089,19738104,0,0
get-pdf,default,36,77,1382089,16561277,0,0
get-pdf,default,37,77,1382089,15660208,0,0
get-pdf,default,38,77,1382089,28044785,0,0
get-pdf,default,39,77,1382089,15634167,0,0
get-pdf,default,40,77,1382089,15307831,0,0
get-pdf,default,41,77,1382089,15885055,0,0
get-pdf,default,42,77,1382089,18900714,0,0
get-pdf,default,43,77,1382089,15243132,0,0
get-pdf,default,44,77,1382089,17096341,0,0
get-pdf,default,45,77,1382089,31104824,0,0
get-pdf,default,46,77,1382089,15972968,0,0
get-pdf,default,47,77,1382089,16348335,0,0
get-pdf,default,48,77,1382089,16788576,0,0
get-pdf,default,49,77,1382089,15222453,0,0
get-pdf,default,50,77,1382089,18837337,0,0
compile,small-update,1,81,430,191654779,0.000395,0.18953
compile,small-update,2,81,431,283951713,0.000402,0.280561
compile,small-update,3,81,430,195948168,0.000439,0.19388
compile,small-update,4,81,431,253823836,0.000665,0.251362
compile,small-update,5,81,431,262683212,0.000359,0.260779
compile,small-update,6,81,431,265120447,0.000306,0.263071
compile,small-update,7,81,431,210909022,0.000373,0.209008
compile,small-update,8,81,430,260241929,0.00033,0.258296
compile,small-update,9,81,430,258376266,0.000328,0.25643
compile,small-update,10,81,431,264003320,0.000357,0.261623
compile,small-update,11,81,430,229337058,0.00266,0.222397
compile,small-update,12,81,431,251747748,0.000646,0.243992
compile,small-update,13,81,431,211563471,0.000329,0.209519
compile,small-update,14,81,431,231121571,0.000308,0.228922
compile,small-update,15,81,431,247775445,0.000473,0.245816
compile,small-update,16,81,430,205516855,0.000362,0.20349
compile,small-update,17,81,431,254703312,0.000701,0.252103
compile,small-update,18,81,431,204286790,0.000346,0.202496
compile,small-update,19,81,431,225968852,0.000329,0.223939
compile,small-update,20,81,431,250550035,0.000386,0.248561
compile,small-update,21,81,431,213428454,0.000412,0.211322
compile,small-update,22,81,431,252450788,0.000423,0.250601
compile,small-update,23,81,431,265314056,0.000451,0.263202
compile,small-update,24,81,428,217794912,0.0004,0.21548
compile,small-update,25,81,431,263715911,0.000352,0.261404
compile,small-update,26,81,431,267463174,0.000331,0.265617
compile,small-update,27,81,430,218864405,0.000609,0.21665
compile,small-update,28,81,431,254986688,0.000339,0.252905
compile,small-update,29,81,431,258162276,0.000412,0.254636
compile,small-update,30,81,431,211435264,0.000479,0.209396
compile,small-update,31,81,431,259592965,0.000312,0.257628
compile,small-update,32,81,431,276646783,0.000306,0.274515
compile,small-update,33,81,431,253993614,0.000462,0.251635
compile,small-update,34,81,431,219905259,0.000359,0.218014
compile,small-update,35,81,431,214365437,0.000309,0.212202
compile,small-update,36,81,431,267116508,0.000498,0.264938
compile,small-update,37,81,431,265365399,0.000339,0.262747
compile,small-update,38,81,431,204879132,0.000297,0.202827
compile,small-update,39,81,431,264242068,0.000344,0.261902
compile,small-update,40,81,431,268222621,0.000349,0.266042
compile,small-update,41,81,431,266356697,0.000595,0.262642
compile,small-update,42,81,431,263166705,0.000432,0.261011
compile,small-update,43,81,431,234697808,0.000623,0.232072
compile,small-update,44,81,431,244175520,0.001032,0.240467
compile,small-update,45,81,431,262082153,0.000302,0.260284
compile,small-update,46,81,431,195746275,0.000338,0.193842
compile,small-update,47,81,431,281957742,0.000332,0.280045
compile,small-update,48,81,431,250272843,0.000297,0.248559
compile,small-update,49,81,430,212574474,0.00052,0.210138
compile,small-update,50,81,431,228073513,0.000343,0.226273
compile,large-update,1,80,2907,849457182,0.00154,0.846391
compile,large-update,2,80,2906,836404116,0.00202,0.83279
compile,large-update,3,80,2908,803387086,0.001575,0.800218
compile,large-update,4,80,2908,816707721,0.003173,0.811974
compile,large-update,5,80,2908,839955604,0.004234,0.833816
compile,large-update,6,80,2908,802658845,0.002545,0.798458
compile,large-update,7,80,2908,881948361,0.002829,0.877379
compile,large-update,8,80,2908,856812959,0.004333,0.810137
compile,large-update,9,80,2908,783381244,0.001788,0.779969
compile,large-update,10,80,2908,909085453,0.002516,0.904371
compile,large-update,11,80,2908,790304614,0.002336,0.786346
compile,large-update,12,80,2908,774739163,0.002025,0.770944
compile,large-update,13,80,2908,829659798,0.001929,0.826057
compile,large-update,14,80,2908,832779638,0.002432,0.828511
compile,large-update,15,80,2908,775266641,0.001861,0.771593
compile,large-update,16,80,2908,821165627,0.002116,0.817251
compile,large-update,17,80,2908,832965658,0.002008,0.829293
compile,large-update,18,80,2908,855865452,0.002095,0.852033
compile,large-update,19,80,2908,836769424,0.002013,0.832985
compile,large-update,20,80,2908,792792991,0.002208,0.788854
compile,large-update,21,80,2908,773315488,0.002569,0.769025
compile,large-update,22,80,2908,837408459,0.001649,0.834296
compile,large-update,23,80,2908,834897515,0.001568,0.831356
compile,large-update,24,80,2908,847477442,0.002174,0.806898
compile,large-update,25,80,2908,830982248,0.002038,0.827365
compile,large-update,26,80,2908,782518864,0.002245,0.778692
compile,large-update,27,80,2907,860406213,0.00262,0.856041
compile,large-update,28,80,2908,864526867,0.002021,0.860607
compile,large-update,29,80,2908,831626034,0.001733,0.828378
compile,large-update,30,80,2908,909478509,0.002324,0.905439
compile,large-update,31,80,2907,860381976,0.002365,0.85634
compile,large-update,32,80,2908,845599523,0.002107,0.841866
compile,large-update,33,80,2907,833324567,0.002131,0.82961
compile,large-update,34,80,2908,886308705,0.005543,0.876142
compile,large-update,35,80,2908,801744002,0.002057,0.797815
compile,large-update,36,80,2907,819627906,0.004416,0.81357
compile,large-update,37,80,2908,794207966,0.001805,0.790805
compile,large-update,38,80,2908,801083875,0.001782,0.797678
compile,large-update,39,80,2908,851929540,0.001693,0.848246
compile,large-update,40,80,2908,860681981,0.003388,0.855034
compile,large-update,41,80,2908,877490333,0.003344,0.836833
compile,large-update,42,80,2908,840085860,0.002244,0.835988
compile,large-update,43,80,2908,786004810,0.002219,0.782173
compile,large-update,44,80,2907,829010065,0.001699,0.82225
compile,large-update,45,80,2907,802430147,0.001769,0.79914
compile,large-update,46,80,2908,852588099,0.001995,0.848989
compile,large-update,47,80,2907,871662514,0.001591,0.86848
compile,large-update,48,80,2908,839946844,0.003629,0.834419
compile,large-update,49,80,2908,790047746,0.002004,0.786517
compile,large-update,50,80,2907,796252852,0.00186,0.792828
